region,year,week,total_a,total_b,total_specimens,total_cases
West South Central,2024,46,249,7,7787,256
Mountain,2024,46,284,19,7251,303
Pacific,2024,46,686,49,19318,735
New England,2024,47,32,17,5267,49
Middle Atlantic,2024,47,82,8,6927,90
East North Central,2024,47,208,7,18505,215
West North Central,2024,47,67,9,9062,76
South Atlantic,2024,47,67,9,8375,76
East South Central,2024,47,18,6,1428,24
West South Central,2024,47,356,15,8564,371
Mountain,2024,47,463,18,7742,481
Pacific,2024,47,998,78,20865,1076
New England,2024,48,53,8,5024,61
Middle Atlantic,2024,48,125,8,6370,133
East North Central,2024,48,231,10,16481,241
West North Central,2024,48,132,11,9391,143
South Atlantic,2024,48,157,12,9357,169
East South Central,2024,48,29,1,1309,30
West South Central,2024,48,460,17,8211,477
Mountain,2024,48,699,13,8120,712
Pacific,2024,48,1236,107,19547,1343
New England,2024,49,103,22,5921,125
Middle Atlantic,2024,49,200,13,7317,213
East North Central,2024,49,506,16,20228,522
West North Central,2024,49,296,15,10274,311
South Atlantic,2024,49,237,7,10147,244
East South Central,2024,49,47,4,1476,51
West South Central,2024,49,533,24,9085,557
Mountain,2024,49,853,26,9188,879
Pacific,2024,49,2028,134,24665,2162
New England,2024,50,204,37,6021,241
Middle Atlantic,2024,50,336,17,7884,353
East North Central,2024,50,1106,19,21723,1125
West North Central,2024,50,608,26,10869,634
South Atlantic,2024,50,546,7,11020,553
East South Central,2024,50,122,10,1638,132
West South Central,2024,50,1191,24,9589,1215
Mountain,2024,50,1322,23,9797,1345
Pacific,2024,50,3325,205,27679,3530
New England,2024,51,346,44,6428,390
Middle Atlantic,2024,51,630,30,8644,660
East North Central,2024,51,2422,27,25421,2449
West North Central,2024,51,1507,51,12508,1558
South Atlantic,2024,51,1220,11,11974,1231
East South Central,2024,51,215,9,1806,224
West South Central,2024,51,2058,25,10742,2083
Mountain,2024,51,2459,46,11900,2505
Pacific,2024,51,6147,270,34117,6417
New England,2024,52,739,57,7134,796
Middle Atlantic,2024,52,1323,53,9116,1376
East North Central,2024,52,3858,39,27154,3897
West North Central,2024,52,2790,56,14286,2846
South Atlantic,2024,52,1401,12,12014,1413
East South Central,2024,52,242,4,1605,246
West South Central,2024,52,2912,26,11621,2938
Mountain,2024,52,2912,67,12752,2979
Pacific,2024,52,7111,298,35391,7409
New England,2025,1,1168,76,8546,1244
Middle Atlantic,2025,1,1569,54,10275,1623
East North Central,2025,1,4363,47,28951,4410
West North Central,2025,1,2724,64,14925,2788
South Atlantic,2025,1,1805,13,12748,1818
East South Central,2025,1,293,8,1788,301
West South Central,2025,1,2293,36,10641,2329
Mountain,2025,1,3664,62,13681,3726
Pacific,2025,1,6735,300,37175,7035
New England,2025,2,1189,69,7828,1258
Middle Atlantic,2025,2,1552,54,10184,1606
East North Central,2025,2,5262,33,30208,5295
West North Central,2025,2,2947,91,14767,3038
South Atlantic,2025,2,1276,15,10085,1291
East South Central,2025,2,288,12,1654,300
West South Central,2025,2,1969,25,8825,1994
Mountain,2025,2,2619,29,11593,2648
Pacific,2025,2,6798,372,38569,7170
New England,2025,3,1864,111,8829,1975
Middle Atlantic,2025,3,2254,72,10606,2326
East North Central,2025,3,8457,55,32038,8512
West North Central,2025,3,3979,146,16176,4125
South Atlantic,2025,3,2419,21,12241,2440
East South Central,2025,3,297,8,1694,305
West South Central,2025,3,3165,28,10118,3193
Mountain,2025,3,2636,63,11370,2699
Pacific,2025,3,7737,422,38521,8159
New England,2025,4,2706,141,9453,2847
Middle Atlantic,2025,4,2933,114,10659,3047
East North Central,2025,4,11701,90,35096,11791
West North Central,2025,4,4574,129,16133,4703
South Atlantic,2025,4,3293,26,12948,3319
East South Central,2025,4,397,7,1709,404
West South Central,2025,4,3647,37,9758,3684
Mountain,2025,4,2789,64,11930,2853
Pacific,2025,4,9275,685,40534,9960
New England,2025,5,3422,197,11041,3619
Middle Atlantic,2025,5,3506,159,12088,3665
East North Central,2025,5,14340,162,40997,14502
West North Central,2025,5,6700,230,19745,6930
South Atlantic,2025,5,4122,40,14830,4162
East South Central,2025,5,534,13,2123,547
West South Central,2025,5,5739,70,13486,5809
Mountain,2025,5,3227,116,12519,3343
Pacific,2025,5,11339,1126,47090,12465
New England,2025,6,3409,279,10924,3688
Middle Atlantic,2025,6,3701,232,12688,3933
East North Central,2025,6,15756,250,43045,16006
West North Central,2025,6,6517,256,20264,6773
South Atlantic,2025,6,4268,46,15519,4314
East South Central,2025,6,619,14,2289,633
West South Central,2025,6,4618,97,12779,4715
Mountain,2025,6,3657,161,14327,3818
Pacific,2025,6,10591,1565,46566,12156
New England,2025,7,2688,287,10102,2975
Middle Atlantic,2025,7,3401,274,12180,3675
East North Central,2025,7,13692,272,39653,13964
West North Central,2025,7,5046,251,17941,5297
South Atlantic,2025,7,2526,38,12048,2564
East South Central,2025,7,364,16,1839,380
West South Central,2025,7,2557,66,9875,2623
Mountain,2025,7,3146,216,14052,3362
Pacific,2025,7,8125,1757,42965,9882
New England,2025,8,1821,313,8642,2134
Middle Atlantic,2025,8,2273,321,10346,2594
East North Central,2025,8,10538,370,35765,10908
West North Central,2025,8,3483,226,15296,3709
South Atlantic,2025,8,1792,47,10731,1839
East South Central,2025,8,242,15,1608,257
West South Central,2025,8,1745,88,8861,1833
Mountain,2025,8,2403,277,12086,2680
Pacific,2025,8,6000,1955,38305,7955
New England,2025,9,1225,334,8193,1559
Middle Atlantic,2025,9,1542,324,9879,1866
East North Central,2025,9,7850,552,32721,8402
West North Central,2025,9,2464,222,13869,2686
South Atlantic,2025,9,1909,63,12344,1972
East South Central,2025,9,226,14,1644,240
West South Central,2025,9,1315,104,8808,1419
Mountain,2025,9,2112,244,12652,2356
Pacific,2025,9,3722,1741,33174,5463
New England,2025,10,897,427,7316,1324
Middle Atlantic,2025,10,1181,380,9382,1561
East North Central,2025,10,4978,672,28739,5650
West North Central,2025,10,1643,227,12304,1870
South Atlantic,2025,10,1172,85,10502,1257
East South Central,2025,10,152,25,1590,177
West South Central,2025,10,828,93,7520,921
Mountain,2025,10,1675,284,11684,1959
Pacific,2025,10,2370,1484,28102,3854
New England,2025,11,596,502,7025,1098
Middle Atlantic,2025,11,839,431,8696,1270
East North Central,2025,11,3224,760,25259,3984
West North Central,2025,11,1117,231,11240,1348
South Atlantic,2025,11,1038,95,9900,1133
East South Central,2025,11,143,17,1509,160
West South Central,2025,11,535,93,6866,628
Mountain,2025,11,1260,245,10925,1505
Pacific,2025,11,1838,1405,26509,3243
New England,2025,12,393,517,6499,910
Middle Atlantic,2025,12,558,477,8336,1035
East North Central,2025,12,1687,777,21681,2464
West North Central,2025,12,601,177,9615,778
South Atlantic,2025,12,643,140,8740,783
East South Central,2025,12,92,13,1334,105
West South Central,2025,12,319,95,6307,414
Mountain,2025,12,837,222,9440,1059
Pacific,2025,12,1376,1532,25510,2908
New England,2025,13,242,507,6059,749
Middle Atlantic,2025,13,369,490,8192,859
East North Central,2025,13,1028,740,19743,1768
West North Central,2025,13,399,192,8971,591
South Atlantic,2025,13,489,170,8061,659
East South Central,2025,13,75,11,1266,86
West South Central,2025,13,234,113,6160,347
Mountain,2025,13,687,205,9102,892
Pacific,2025,13,958,1463,23166,2421
New England,2025,14,189,443,5780,632
Middle Atlantic,2025,14,308,450,7783,758
East North Central,2025,14,541,720,17836,1261
West North Central,2025,14,208,222,8200,430
South Atlantic,2025,14,259,127,7444,386
East South Central,2025,14,29,9,1069,38
West South Central,2025,14,181,106,5771,287
Mountain,2025,14,411,195,8096,606
Pacific,2025,14,738,1143,20862,1881
New England,2025,15,125,409,5507,534
Middle Atlantic,2025,15,168,408,7589,576
East North Central,2025,15,296,626,16581,922
West North Central,2025,15,152,190,8277,342
South Atlantic,2025,15,163,118,7445,281
East South Central,2025,15,16,12,1039,28
West South Central,2025,15,115,105,5952,220
Mountain,2025,15,344,227,8070,571
Pacific,2025,15,490,968,19522,1458
New England,2025,16,94,337,5032,431
Middle Atlantic,2025,16,128,296,6997,424
East North Central,2025,16,233,600,16463,833
West North Central,2025,16,94,169,6609,263
South Atlantic,2025,16,102,106,6742,208
East South Central,2025,16,20,9,1042,29
West South Central,2025,16,82,115,6016,197
Mountain,2025,16,239,201,7677,440
Pacific,2025,16,356,766,18157,1122
New England,2025,17,70,192,4627,262
Middle Atlantic,2025,17,108,224,6693,332
East North Central,2025,17,135,550,15556,685
West North Central,2025,17,73,117,7557,190
South Atlantic,2025,17,73,117,6601,190
East South Central,2025,17,11,17,1092,28
West South Central,2025,17,54,102,5613,156
Mountain,2025,17,204,225,7635,429
Pacific,2025,17,279,645,16866,924
New England,2025,18,31,126,4365,157
Middle Atlantic,2025,18,55,136,5773,191
East North Central,2025,18,65,377,14337,442
West North Central,2025,18,34,98,7060,132
South Atlantic,2025,18,33,57,6765,90
East South Central,2025,18,6,10,959,16
West South Central,2025,18,60,100,5508,160
Mountain,2025,18,114,194,6393,308
Pacific,2025,18,223,433,13263,656
New England,2025,19,11,81,4017,92
Middle Atlantic,2025,19,39,95,5312,134
East North Central,2025,19,79,281,12897,360
West North Central,2025,19,27,80,6590,107
South Atlantic,2025,19,26,57,6662,83
East South Central,2025,19,5,12,1028,17
West South Central,2025,19,33,76,4999,109
Mountain,2025,19,70,189,6296,259
Pacific,2025,19,109,189,7836,298
New England,2025,20,14,44,3871,58
Middle Atlantic,2025,20,28,71,5109,99
East North Central,2025,20,31,189,12067,220
West North Central,2025,20,20,57,6489,77
South Atlantic,2025,20,17,55,6462,72
East South Central,2025,20,2,12,967,14
West South Central,2025,20,28,76,5088,104
Mountain,2025,20,57,182,5843,239
Pacific,2025,20,94,174,7822,268
New England,2025,21,12,24,3718,36
Middle Atlantic,2025,21,17,53,4663,70
East North Central,2025,21,25,95,11115,120
West North Central,2025,21,18,34,5807,52
South Atlantic,2025,21,19,45,6503,64
East South Central,2025,21,3,6,979,9
West South Central,2025,21,39,88,5032,127
Mountain,2025,21,33,182,5348,215
Pacific,2025,21,99,187,7801,286
New England,2025,22,15,18,3666,33
Middle Atlantic,2025,22,15,35,4610,50
East North Central,2025,22,25,69,10041,94
West North Central,2025,22,15,20,5650,35
South Atlantic,2025,22,13,17,5422,30
East South Central,2025,22,3,9,955,12
West South Central,2025,22,48,99,4880,147
Mountain,2025,22,52,179,5104,231
Pacific,2025,22,103,150,7143,253
New England,2025,23,13,9,3592,22
Middle Atlantic,2025,23,19,29,4364,48
East North Central,2025,23,38,72,10117,110
West North Central,2025,23,16,12,5199,28
South Atlantic,2025,23,17,14,4924,31
East South Central,2025,23,6,9,927,15
West South Central,2025,23,43,88,4454,131
Mountain,2025,23,28,118,4505,146
Pacific,2025,23,84,119,7354,203
New England,2025,24,11,7,3241,18
Middle Atlantic,2025,24,7,18,4107,25
East North Central,2025,24,41,42,8662,83
West North Central,2025,24,18,6,4871,24
South Atlantic,2025,24,20,26,5185,46
East South Central,2025,24,3,5,873,8
West South Central,2025,24,14,53,3994,67
Mountain,2025,24,20,41,4396,61
Pacific,2025,24,61,118,6553,179
New England,2025,25,9,4,3048,13
Middle Atlantic,2025,25,14,7,3889,21
East North Central,2025,25,35,28,7700,63
West North Central,2025,25,15,4,4697,19
South Atlantic,2025,25,19,15,4761,34
East South Central,2025,25,2,3,831,5
West South Central,2025,25,13,34,3353,47
Mountain,2025,25,31,22,4103,53
Pacific,2025,25,50,104,6470,154
New England,2025,26,10,3,2993,13
Middle Atlantic,2025,26,7,4,3689,11
East North Central,2025,26,33,4,6737,37
West North Central,2025,26,16,2,4604,18
South Atlantic,2025,26,7,5,3891,12
East South Central,2025,26,4,1,752,5
West South Central,2025,26,17,33,3336,50
Mountain,2025,26,21,18,3608,39
Pacific,2025,26,56,59,5304,115
New England,2025,27,10,1,2586,11
Middle Atlantic,2025,27,4,6,3458,10
East North Central,2025,27,33,4,6809,37
West North Central,2025,27,17,6,4244,23
South Atlantic,2025,27,5,11,4110,16
East South Central,2025,27,7,3,710,10
West South Central,2025,27,18,34,3089,52
Mountain,2025,27,14,16,3246,30
Pacific,2025,27,52,34,5801,86
New England,2025,28,11,0,2588,11
Middle Atlantic,2025,28,10,7,3358,17
East North Central,2025,28,19,6,7240,25
West North Central,2025,28,13,7,4042,20
South Atlantic,2025,28,17,15,4391,32
East South Central,2025,28,2,8,732,10
West South Central,2025,28,9,27,3219,36
Mountain,2025,28,17,11,3526,28
Pacific,2025,28,52,38,5560,90
New England,2025,29,7,1,2534,8
Middle Atlantic,2025,29,10,3,3348,13
East North Central,2025,29,10,6,6521,16
West North Central,2025,29,8,3,4049,11
South Atlantic,2025,29,12,9,4081,21
East South Central,2025,29,7,2,733,9
West South Central,2025,29,5,7,2652,12
Mountain,2025,29,12,9,3324,21
Pacific,2025,29,40,22,5181,62
New England,2025,30,9,1,2560,10
Middle Atlantic,2025,30,12,1,3077,13
East North Central,2025,30,16,2,6718,18
West North Central,2025,30,11,2,4259,13
South Atlantic,2025,30,7,5,4108,12
East South Central,2025,30,3,2,712,5
West South Central,2025,30,7,6,2884,13
Mountain,2025,30,12,11,3302,23
Pacific,2025,30,25,5,5164,30
New England,2025,31,10,2,2547,12
Middle Atlantic,2025,31,4,2,3088,6
East North Central,2025,31,10,1,3752,11
West North Central,2025,31,8,0,4269,8
South Atlantic,2025,31,5,3,4058,8
East South Central,2025,31,0,3,151,3
West South Central,2025,31,5,7,3072,12
Mountain,2025,31,11,5,3288,16
Pacific,2025,31,42,5,5126,47
New England,2025,32,9,0,2115,9
Middle Atlantic,2025,32,5,8,3009,13
East North Central,2025,32,12,1,4033,13
West North Central,2025,32,9,2,3861,11
South Atlantic,2025,32,11,1,3511,12
East South Central,2025,32,2,3,314,5
West South Central,2025,32,4,5,2478,9
Mountain,2025,32,5,3,3922,8
Pacific,2025,32,31,5,4766,36
